Temperature,Humidity,Wind Speed,Precipitation (%),Atmospheric Pressure,UV Index,Visibility (km),Season_Spring,Season_Summer,Season_Winter,Cloud Cover_cloudy,Cloud Cover_overcast,Cloud Cover_partly cloudy
18.0,89,10.5,97.0,991.64,2,3.5,False,False,True,False,False,True
8.0,77,17.0,73.0,1014.85,8,3.0,False,True,False,False,True,False
44.0,88,13.0,79.0,1018.83,3,9.0,True,False,False,False,True,False
29.0,37,4.0,6.0,1015.28,10,7.0,True,False,False,False,False,True
58.0,91,12.0,95.0,1025.82,11,9.0,True,False,False,False,False,False
19.0,64,5.5,49.0,1017.92,4,7.5,False,False,False,False,True,False
22.0,33,0.5,76.0,1007.57,8,13.0,True,False,False,False,False,True
-5.0,70,9.5,71.0,998.65,1,3.5,False,False,True,False,True,False
17.0,72,16.0,84.0,998.7,2,4.5,False,False,True,False,True,False
16.0,88,5.5,97.0,1016.96,1,3.0,False,False,False,False,False,True
34.0,102,1.0,105.0,1013.06,13,1.0,True,False,False,False,False,True
22.0,84,16.5,62.0,1009.7,1,3.0,True,False,False,False,True,False
24.0,67,1.0,16.0,1016.84,8,6.0,False,False,True,False,False,False
26.0,90,12.5,53.0,1005.02,1,5.0,True,False,False,False,True,False
1.0,87,13.5,54.0,987.06,0,1.0,False,False,True,False,True,False
-7.0,88,2.5,62.0,996.46,0,2.5,False,False,True,False,True,False
14.0,58,10.5,42.0,1008.41,3,5.5,False,False,True,False,True,False
-2.0,77,2.0,89.0,984.39,0,2.0,False,False,True,False,True,False
30.0,30,8.0,18.0,1027.59,7,9.0,True,False,False,False,False,True
57.0,71,13.5,81.0,1018.78,4,9.0,False,False,False,False,False,True
-2.0,58,3.0,81.0,835.37,6,3.0,False,True,False,False,False,True
0.0,89,3.5,73.0,980.86,0,3.0,False,False,True,False,True,False
-17.0,95,32.0,97.0,987.38,13,2.0,False,False,True,False,True,False
63.0,107,13.0,95.0,997.91,4,1.5,True,False,False,False,False,True
-2.0,61,7.0,92.0,997.44,0,5.0,False,False,True,False,True,False
42.0,21,7.0,14.0,1015.04,9,6.0,False,True,False,False,False,False
4.0,83,2.5,88.0,982.62,0,3.0,False,False,True,False,False,True
18.0,52,10.0,17.0,1060.37,5,18.0,False,False,True,True,False,False
18.0,98,21.0,92.0,1010.14,8,11.0,True,False,False,False,False,True
57.0,109,13.5,109.0,999.4,4,4.0,False,True,False,False,True,False
53.0,104,11.0,89.0,1005.24,14,9.5,False,False,True,False,True,False
18.0,72,7.0,27.0,1018.11,4,5.5,False,False,False,False,False,True
18.0,76,1.0,38.0,1016.39,3,5.0,False,False,False,False,True,False
37.0,53,8.0,14.0,1020.97,9,9.0,False,False,False,False,False,True
-2.0,99,31.5,89.0,991.12,4,0.5,False,False,True,False,True,False
30.0,69,6.5,11.0,1011.78,5,7.5,True,False,False,False,False,False
-6.0,88,4.0,52.0,987.95,1,1.0,False,False,True,False,True,False
21.0,60,2.0,28.0,1006.45,4,8.0,False,False,False,False,False,True
30.0,62,5.0,22.0,1003.68,1,8.5,False,False,True,False,False,True
-1.0,56,5.0,70.0,1018.08,14,8.0,False,False,True,True,False,False
38.0,33,7.0,13.0,1022.81,10,6.5,False,False,True,False,False,False
10.0,99,16.0,58.0,995.85,2,1.5,False,False,False,False,True,False
-3.0,77,14.0,69.0,992.44,1,3.0,False,False,True,False,True,False
21.0,92,12.0,88.0,1013.2,2,1.5,False,False,True,False,True,False
11.0,71,9.5,30.0,1006.69,1,8.5,False,False,False,False,False,True
33.0,54,0.5,3.0,1012.2,10,9.5,False,False,True,False,False,True
37.0,59,7.5,12.0,1010.09,11,9.0,False,False,True,False,False,False
34.0,42,2.0,3.0,1024.53,11,10.0,False,True,False,False,False,True
76.0,93,0.5,71.0,1012.51,14,10.0,True,False,False,False,False,False
17.0,70,10.5,85.0,1029.28,1,10.0,True,False,False,False,False,False
23.0,77,13.0,87.0,1027.16,12,9.0,False,False,True,False,False,False
39.0,20,4.0,6.0,1012.73,9,8.0,False,True,False,False,False,False
-6.0,84,7.0,90.0,982.84,0,2.0,False,False,True,False,True,False
-3.0,91,6.0,62.0,999.21,0,3.5,False,False,True,False,True,False
32.0,84,15.0,84.0,996.73,3,1.0,True,False,False,False,True,False
25.0,71,9.0,46.0,1006.79,1,6.5,False,False,False,False,True,False
28.0,57,3.5,45.0,1011.92,4,9.0,False,False,True,False,True,False
0.0,63,8.5,69.0,983.33,0,2.0,False,False,True,False,True,False
2.0,24,3.5,78.0,916.14,8,6.5,False,True,False,True,False,False
40.0,53,8.5,17.0,1024.51,7,8.5,False,False,True,False,False,False
0.0,92,5.5,77.0,981.31,0,4.0,False,False,True,False,True,False
22.0,54,12.0,33.0,1006.22,4,8.0,True,False,False,False,False,True
22.0,55,5.0,21.0,1001.54,2,6.5,False,False,True,False,False,True
4.0,71,2.0,91.0,980.73,0,2.5,False,False,True,False,True,False
6.0,25,13.5,38.0,1081.01,12,16.0,False,False,False,False,True,False
-8.0,33,5.0,14.0,1135.31,9,16.0,True,False,False,False,False,True
38.0,56,2.5,9.0,1018.25,5,5.5,True,False,False,False,False,True
30.0,78,11.5,94.0,1018.05,2,3.5,False,False,False,False,False,True
1.0,96,15.5,84.0,995.14,0,1.5,False,False,True,False,True,False
32.0,68,5.5,35.0,1004.95,2,6.5,False,True,False,False,True,False
31.0,90,5.0,57.0,996.58,3,5.0,True,False,False,False,False,True
0.0,75,3.5,56.0,997.51,0,5.0,False,False,True,False,True,False
25.0,62,9.0,82.0,991.19,0,1.5,False,True,False,False,True,False
-2.0,85,12.5,92.0,997.31,1,4.5,False,False,True,False,True,False
-7.0,95,9.5,90.0,987.83,1,2.0,False,False,True,False,True,False
22.0,82,6.0,58.0,993.0,3,3.5,False,True,False,False,False,True
31.0,66,6.0,72.0,1006.23,1,2.5,False,False,False,False,True,False
13.0,73,13.5,44.0,1013.0,1,8.0,False,False,True,False,True,False
23.0,62,14.5,24.0,1005.56,2,5.5,False,False,False,False,False,True
20.0,50,0.0,12.0,1012.52,1,7.0,False,False,True,False,True,False
36.0,61,7.5,15.0,1014.28,10,8.0,False,False,True,False,False,True
-12.0,22,6.5,71.0,1097.74,1,9.0,True,False,False,False,False,True
10.0,63,2.5,23.0,1008.83,3,7.5,True,False,False,False,False,True
32.0,21,3.5,3.0,1025.15,8,7.5,False,True,False,False,False,False
24.0,31,2.0,13.0,1019.3,7,7.0,False,False,True,False,False,False
17.0,96,8.0,87.0,1015.92,3,2.5,False,False,True,False,True,False
27.0,60,3.5,5.0,1028.32,6,6.5,False,True,False,False,False,True
44.0,24,2.5,97.0,805.4,0,8.0,False,True,False,False,False,True
23.0,99,21.0,81.0,1019.45,13,6.5,False,False,True,False,False,True
36.0,78,12.5,86.0,1017.41,7,2.5,False,False,True,False,False,True
31.0,80,11.5,56.0,1012.77,0,1.5,False,True,False,False,False,True
12.0,56,2.5,13.0,1001.13,4,6.0,False,False,True,False,False,True
-1.0,95,17.5,70.0,987.64,0,3.0,False,False,True,False,False,True
14.0,76,16.5,96.0,993.09,2,5.0,False,False,True,False,False,True
21.0,104,26.0,95.0,1008.13,13,8.5,False,False,True,False,False,True
15.0,90,6.5,97.0,1018.37,2,2.0,False,True,False,False,True,False
24.0,67,12.5,58.0,1013.67,0,4.0,False,False,True,False,True,False
21.0,69,6.0,45.0,1016.53,1,7.5,False,False,True,False,True,False
40.0,35,2.5,1.0,1026.61,5,8.0,False,False,True,False,False,False
22.0,24,6.0,0.0,1023.91,6,5.5,False,False,False,False,False,False
-3.0,98,0.5,60.0,991.41,0,2.0,False,False,True,False,False,True
23.0,37,5.5,11.0,1015.54,7,6.0,False,True,False,False,False,False
12.0,92,20.0,51.0,1010.65,3,2.0,True,False,False,False,True,False
-1.0,81,8.0,66.0,983.28,1,3.0,False,False,True,False,True,False
30.0,60,13.5,94.0,1017.83,2,1.5,False,False,True,False,False,True
34.0,65,9.5,76.0,1019.16,1,5.0,False,False,False,False,True,False
20.0,93,14.5,75.0,990.41,1,3.5,False,False,False,False,True,False
43.0,61,8.0,18.0,1016.89,6,9.5,False,False,False,False,False,False
22.0,58,9.0,22.0,1004.77,3,7.5,True,False,False,False,True,False
12.0,85,9.5,68.0,1018.13,2,2.0,False,False,False,False,True,False
12.0,60,14.5,80.0,1010.63,3,3.0,False,True,False,False,True,False
32.0,81,10.5,53.0,1014.18,3,4.0,False,False,True,False,True,False
31.0,61,3.5,30.0,1017.51,1,8.5,False,False,True,False,True,False
32.0,63,13.5,18.0,1014.83,2,6.5,True,False,False,False,False,True
3.0,80,17.0,72.0,994.53,0,4.0,False,False,True,False,True,False
26.0,44,5.5,10.0,1019.43,11,7.0,False,False,True,False,False,True
22.0,71,12.5,84.0,990.67,0,3.5,False,False,False,False,False,True
-4.0,63,12.5,66.0,987.16,0,4.5,False,False,True,False,True,False
17.0,35,4.5,85.0,1134.21,13,9.0,False,False,False,False,True,False
23.0,97,9.0,60.0,1004.78,2,3.0,True,False,False,False,True,False
30.0,27,8.0,16.0,1028.35,7,6.5,False,True,False,False,False,False
2.0,82,16.0,63.0,994.84,1,4.5,False,False,True,False,True,False
25.0,63,10.0,2.0,1014.38,9,5.5,False,True,False,False,False,False
-7.0,83,17.5,65.0,980.32,0,3.5,False,False,True,False,True,False
-2.0,50,4.5,13.0,1149.07,6,5.0,False,False,True,False,True,False
-1.0,65,3.0,79.0,996.25,0,3.5,False,False,True,False,True,False
4.0,60,7.5,90.0,999.01,1,2.0,False,False,True,False,False,True
28.0,65,13.0,86.0,1006.89,2,2.5,False,False,False,False,False,True
31.0,66,7.0,38.0,820.69,9,4.0,False,False,True,False,False,True
33.0,77,5.0,42.0,1003.19,2,6.0,False,False,True,False,True,False
18.0,69,9.0,30.0,1011.01,1,8.0,True,False,False,False,False,True
38.0,58,8.0,19.0,1019.69,6,7.5,True,False,False,False,False,False
44.0,28,9.5,5.0,1019.16,11,6.5,False,False,True,False,False,False
21.0,29,7.0,10.0,1016.67,8,9.0,False,True,False,False,False,False
56.0,74,0.0,103.0,1012.4,10,5.5,False,True,False,False,False,True
11.0,31,7.5,61.0,1163.83,7,10.0,False,True,False,False,True,False
31.0,77,9.0,40.0,1000.97,2,6.5,False,True,False,False,False,True
-15.0,74,15.5,91.0,980.75,5,5.0,False,False,True,False,True,False
25.0,76,4.5,27.0,1001.35,2,8.0,False,False,True,False,True,False
39.0,35,9.5,71.0,852.69,13,1.0,False,False,False,True,False,False
34.0,66,16.0,96.0,993.05,1,4.0,True,False,False,False,False,True
44.0,61,1.0,13.0,1027.37,6,9.0,True,False,False,False,False,False
32.0,85,6.0,83.0,996.38,0,3.5,False,False,False,False,False,True
25.0,75,15.0,52.0,996.91,1,1.0,False,True,False,False,True,False
11.0,93,23.5,92.0,1012.19,14,3.5,False,False,True,False,False,True
2.0,104,2.0,98.0,985.89,11,1.0,False,False,True,False,False,True
-7.0,92,7.5,75.0,980.14,0,3.5,False,False,True,False,True,False
2.0,86,32.5,104.0,990.23,13,0.5,False,False,True,False,True,False
15.0,64,13.5,44.0,1016.18,1,9.0,False,False,True,False,True,False
19.0,77,14.5,91.0,994.14,0,2.0,True,False,False,False,False,True
2.0,75,9.0,103.0,994.71,5,0.5,False,False,True,False,True,False
31.0,59,7.5,19.0,1029.01,9,6.5,False,False,False,False,False,True
37.0,83,26.5,79.0,999.64,6,2.5,False,True,False,False,True,False
25.0,68,8.5,29.0,1015.64,3,7.5,False,False,False,False,True,False
35.0,65,6.5,12.0,1019.49,7,6.0,False,False,False,False,False,False
39.0,66,3.5,1.0,1023.52,10,6.0,True,False,False,False,False,False
-13.0,60,9.5,18.0,931.79,7,5.5,False,False,True,False,False,True
-5.0,87,3.5,52.0,985.21,0,1.0,False,False,True,False,True,False
35.0,53,7.0,12.0,1011.07,5,7.0,False,True,False,False,False,False
33.0,58,8.0,41.0,1017.0,2,8.0,False,False,True,False,True,False
10.0,69,10.5,10.0,1007.75,1,7.0,False,True,False,False,False,True
24.0,41,3.5,17.0,1011.95,7,6.0,False,True,False,False,False,False
28.0,45,9.0,16.0,1016.3,9,5.0,False,False,True,False,False,False
-12.0,35,9.5,26.0,941.76,10,9.5,True,False,False,True,False,False
-9.0,69,16.5,88.0,998.8,1,2.0,False,False,True,False,True,False
2.0,86,12.5,53.0,989.86,0,5.0,False,False,True,False,False,True
23.0,62,8.5,3.0,1029.62,5,8.0,False,True,False,False,False,True
25.0,94,16.5,78.0,990.84,0,1.5,True,False,False,False,False,True
-14.0,108,29.0,74.0,991.25,1,1.0,False,False,True,False,True,False
4.0,75,10.5,69.0,926.46,12,1.5,True,False,False,True,False,False
-6.0,77,4.0,77.0,986.3,0,4.5,False,False,True,False,True,False
-8.0,88,14.0,60.0,989.11,1,2.5,False,False,True,False,False,True
45.0,77,11.5,69.0,841.65,11,1.0,False,False,True,False,False,True
16.0,72,15.5,68.0,990.66,3,3.0,True,False,False,False,True,False
22.0,58,2.5,15.0,1012.13,10,6.5,False,False,False,False,False,False
13.0,95,5.5,66.0,1012.67,1,3.0,False,False,True,False,False,True
27.0,87,14.0,58.0,1016.41,0,2.5,True,False,False,False,True,False
10.0,78,12.0,43.0,1007.61,3,7.5,False,False,True,False,False,True
21.0,70,11.0,53.0,1002.67,0,4.5,True,False,False,False,True,False
-8.0,76,4.0,74.0,994.45,1,2.0,False,False,True,False,True,False
31.0,55,0.5,11.0,1013.31,4,5.5,False,True,False,False,False,True
30.0,71,12.0,92.0,992.51,2,3.0,True,False,False,False,False,True
13.0,77,5.0,68.0,1021.09,3,8.5,False,False,False,True,False,False
33.0,96,24.5,97.0,1010.21,5,2.0,False,False,True,False,False,True
0.0,89,18.5,75.0,983.64,1,2.5,False,False,True,False,True,False
48.0,104,6.5,108.0,1004.12,0,9.5,False,False,True,False,False,True
36.0,64,6.5,19.0,1021.82,10,9.0,False,False,True,False,False,True
13.0,71,7.5,43.0,1002.47,1,5.5,True,False,False,False,True,False
11.0,55,4.5,27.0,1009.55,4,5.0,True,False,False,False,True,False
27.0,57,11.5,37.0,1000.52,4,7.0,False,True,False,False,False,True
1.0,108,13.0,84.0,991.22,7,6.0,False,False,True,False,True,False
38.0,75,0.5,79.0,1057.69,0,10.0,False,True,False,False,True,False
1.0,99,2.5,98.0,983.39,0,2.5,False,False,True,False,False,True
-4.0,93,1.0,60.0,991.4,1,2.5,False,False,True,False,True,False
20.0,85,8.5,81.0,1014.67,3,1.0,False,False,True,False,True,False
16.0,80,16.0,87.0,998.77,1,4.0,True,False,False,False,False,True
21.0,43,0.0,6.0,1015.69,10,7.0,False,True,False,False,False,False
10.0,82,9.5,71.0,1017.28,2,4.0,False,False,True,False,False,True
33.0,86,13.0,65.0,1016.84,3,5.0,False,False,True,False,True,False
40.0,45,9.5,16.0,1029.31,11,6.0,True,False,False,False,False,False
16.0,90,15.0,74.0,1016.62,2,1.5,False,True,False,False,False,True
31.0,36,1.0,95.0,945.27,12,2.5,False,False,True,False,True,False
12.0,68,13.5,35.0,1003.46,4,7.0,True,False,False,False,True,False
34.0,59,4.5,31.0,1016.17,1,6.5,False,True,False,False,True,False
34.0,22,9.5,5.0,1016.34,7,8.5,False,False,True,False,False,False
20.0,85,6.5,79.0,1020.3,9,2.0,False,False,False,False,False,False
21.0,54,3.0,17.0,1026.15,7,8.0,False,True,False,False,False,False
14.0,61,13.0,48.0,1014.99,2,7.5,False,True,False,False,False,True
34.0,85,13.5,87.0,1001.87,2,1.0,False,True,False,False,True,False
43.0,60,0.5,19.0,1027.11,8,9.0,False,False,False,False,False,False
-1.0,69,10.5,99.0,992.38,0,3.5,False,False,True,False,True,False
2.0,86,8.5,80.0,986.25,0,4.0,False,False,True,False,True,False
5.0,57,6.5,72.0,1135.48,4,6.5,False,False,True,False,False,True
10.0,98,14.0,97.0,1007.79,1,4.5,True,False,False,False,True,False
21.0,30,4.0,8.0,1021.37,5,9.0,False,False,False,False,False,False
17.0,70,13.0,33.0,1161.97,1,0.0,True,False,False,False,False,True
23.0,68,19.5,73.0,1015.78,0,4.5,False,False,False,False,True,False
-4.0,89,1.0,89.0,987.55,1,3.0,False,False,True,False,False,True
-3.0,82,9.0,74.0,987.65,0,2.5,False,False,True,False,False,True
-10.0,90,11.5,99.0,988.71,1,2.0,False,False,True,False,False,True
-14.0,55,4.5,22.0,1050.48,10,17.0,True,False,False,True,False,False
22.0,38,2.5,11.0,1024.93,11,7.5,True,False,False,False,False,False
23.0,57,8.5,47.0,1005.7,1,6.5,False,True,False,False,False,True
21.0,66,9.0,41.0,1005.77,4,6.0,False,False,True,False,True,False
22.0,65,6.0,26.0,1010.9,3,6.0,False,True,False,False,False,True
24.0,58,1.5,9.0,1014.18,5,6.5,False,False,True,False,False,False
33.0,84,22.0,95.0,1017.41,11,10.0,True,False,False,False,True,False
25.0,51,4.0,3.0,1017.49,9,7.5,False,True,False,False,False,False
28.0,82,12.5,89.0,1013.37,0,1.5,False,False,True,False,True,False
21.0,86,39.0,103.0,1002.57,14,1.0,False,True,False,False,True,False
31.0,52,9.0,9.0,1020.32,6,6.0,False,False,False,False,False,False
26.0,86,9.0,74.0,998.68,3,3.0,True,False,False,False,False,True
42.0,45,7.0,12.0,1022.54,6,7.0,False,True,False,False,False,True
20.0,96,15.0,93.0,996.28,0,1.5,True,False,False,False,False,True
30.0,51,3.0,48.0,1012.49,3,6.5,False,False,False,False,False,True
-3.0,72,12.0,61.0,988.7,1,4.0,False,False,True,False,True,False
17.0,73,8.0,13.0,1167.84,5,0.5,False,True,False,False,True,False
25.0,76,15.5,80.0,1006.95,2,9.5,True,False,False,False,True,False
28.0,67,3.0,18.0,1017.89,10,7.5,False,False,True,False,False,False
26.0,103,13.0,101.0,1014.4,14,5.0,True,False,False,False,True,False
-1.0,63,17.5,98.0,998.75,0,3.5,False,False,True,False,True,False
22.0,79,9.0,23.0,1006.78,3,5.5,False,False,True,False,False,True
2.0,87,19.0,62.0,981.13,0,3.5,False,False,True,False,True,False
35.0,65,9.5,12.0,1018.19,7,5.5,False,False,False,False,False,True
24.0,63,14.5,47.0,1016.18,1,5.5,True,False,False,False,False,True
28.0,67,3.5,25.0,1015.6,1,6.5,False,False,False,False,False,True
30.0,79,6.5,70.0,1014.86,5,2.5,False,True,False,False,False,False
34.0,97,20.0,99.0,1020.23,12,5.5,False,False,False,False,False,False
27.0,79,10.0,62.0,1019.08,2,5.0,False,False,False,False,False,True
0.0,81,1.5,96.0,983.5,1,1.5,False,False,True,False,True,False
26.0,96,0.5,89.0,1015.97,9,10.5,False,True,False,False,False,False
25.0,53,10.5,39.0,1008.15,3,8.5,True,False,False,False,True,False
-6.0,83,15.0,88.0,993.8,7,1.0,False,False,True,False,False,True
26.0,78,12.5,91.0,1002.69,0,3.5,False,False,True,False,False,True
15.0,67,11.5,29.0,1006.02,1,7.0,False,False,True,False,False,True
-9.0,62,8.0,63.0,983.09,0,3.0,False,False,True,False,True,False
-1.0,83,19.0,85.0,982.46,7,4.0,False,False,True,False,False,True
13.0,61,5.0,10.0,1012.69,3,5.5,False,True,False,False,True,False
-8.0,91,12.5,68.0,980.85,1,4.0,False,False,True,False,True,False
21.0,100,16.0,94.0,1012.87,11,7.0,True,False,False,False,False,True
5.0,97,8.5,70.0,992.64,10,2.5,False,False,True,False,True,False
0.0,76,14.5,95.0,996.54,1,2.0,False,False,True,False,True,False
28.0,77,15.0,50.0,1014.51,1,2.0,False,True,False,False,True,False
28.0,78,9.0,67.0,1000.38,0,3.5,True,False,False,False,True,False
8.0,74,0.5,59.0,936.62,5,11.5,False,False,False,False,False,True
22.0,58,9.0,11.0,1015.82,3,6.0,False,False,False,False,False,True
41.0,43,8.0,0.0,1021.25,8,8.5,False,False,True,False,False,False
19.0,83,18.5,56.0,991.04,2,4.5,False,False,False,False,False,True
41.0,56,4.5,6.0,1018.48,8,9.0,False,False,False,False,False,True
19.0,64,14.5,48.0,1004.4,2,6.5,False,True,False,False,False,True
-10.0,95,1.5,77.0,998.66,1,2.0,False,False,True,False,True,False
41.0,45,7.5,7.0,1023.31,6,7.5,True,False,False,False,False,False
27.0,70,14.5,22.0,1002.92,1,8.5,False,True,False,False,True,False
33.0,38,3.5,7.0,1022.17,7,7.5,False,True,False,False,False,False
2.0,67,14.0,52.0,990.71,0,1.5,False,False,True,False,True,False
21.0,95,14.5,59.0,996.91,3,2.0,True,False,False,False,False,True
30.0,51,5.0,9.0,1026.05,6,9.0,True,False,False,False,False,False
20.0,99,15.0,98.0,994.3,2,2.5,False,False,False,False,True,False
20.0,70,6.5,47.0,1019.36,2,7.0,False,False,False,False,False,True
33.0,67,5.5,16.0,1014.51,1,6.5,False,False,False,False,True,False
21.0,89,8.0,60.0,1008.81,2,4.0,True,False,False,False,False,True
28.0,62,17.5,67.0,1009.83,1,3.0,False,False,False,False,True,False
30.0,76,14.5,20.0,1005.52,2,5.5,False,False,True,False,True,False
-12.0,93,20.0,80.0,988.25,14,3.0,False,False,True,False,True,False
13.0,94,9.5,90.0,1019.97,0,5.0,False,False,False,False,False,True
36.0,66,2.0,13.0,1010.25,6,6.5,False,True,False,False,False,False
13.0,77,11.0,45.0,1019.16,1,8.5,False,False,True,False,True,False
40.0,48,6.5,16.0,1027.73,9,9.5,False,False,False,False,False,False
21.0,97,13.5,77.0,1018.85,3,2.5,True,False,False,False,True,False
-5.0,86,17.0,75.0,992.52,1,2.0,False,False,True,False,True,False
23.0,93,6.0,77.0,1013.28,0,2.5,False,False,True,False,True,False
20.0,40,4.0,27.0,810.06,3,4.0,False,False,True,False,True,False
42.0,52,3.0,12.0,1025.53,9,5.5,False,True,False,False,False,True
34.0,54,10.0,10.0,1018.17,1,7.0,False,False,False,False,False,True
17.0,63,9.0,10.0,1011.5,3,6.5,False,False,True,False,True,False
-2.0,66,18.5,76.0,987.65,1,5.0,False,False,True,False,False,True
16.0,99,30.0,104.0,1019.62,12,2.5,False,False,True,False,True,False
30.0,54,4.0,33.0,1009.9,4,5.5,False,True,False,False,False,True
18.0,71,16.5,53.0,995.61,1,1.5,False,False,True,False,False,True
20.0,61,2.5,2.0,1029.84,6,5.0,False,False,True,False,False,True
28.0,33,5.0,5.0,1028.67,9,9.5,False,False,True,False,False,False
13.0,99,13.0,61.0,991.35,0,3.5,False,False,True,False,False,True
-5.0,86,11.5,56.0,981.6,1,1.5,False,False,True,False,True,False
15.0,108,24.0,104.0,1002.99,12,3.0,False,False,False,False,False,True
39.0,27,5.5,8.0,1025.79,9,7.5,False,False,True,False,False,False
23.0,51,3.0,16.0,1014.27,7,7.0,True,False,False,False,False,False
39.0,36,10.0,3.0,1010.12,7,5.5,True,False,False,False,False,True
18.0,86,16.0,97.0,1013.51,3,1.5,False,False,True,False,True,False
11.0,65,4.5,39.0,1010.86,4,7.5,False,False,False,False,True,False
31.0,79,5.0,41.0,1008.03,4,6.0,False,False,True,False,False,True
37.0,91,14.5,80.0,1022.4,0,12.0,False,False,True,False,False,False
33.0,30,5.5,92.0,1186.34,10,7.5,True,False,False,True,False,False
29.0,21,3.5,19.0,1025.52,6,5.5,False,False,False,False,False,False
-10.0,73,7.5,58.0,987.46,0,4.0,False,False,True,False,False,True
32.0,70,12.0,97.0,928.34,8,12.5,False,False,False,False,False,True
15.0,61,11.0,63.0,1006.12,3,4.5,True,False,False,False,True,False
20.0,56,0.0,17.0,1009.56,2,5.5,False,False,False,False,False,True
34.0,62,13.5,60.0,1013.58,2,3.5,True,False,False,False,True,False
34.0,84,6.0,53.0,1000.59,0,2.0,False,False,True,False,True,False
37.0,32,7.5,28.0,840.97,5,9.5,True,False,False,False,True,False
21.0,26,1.0,8.0,1014.1,8,8.0,False,False,True,False,False,False
34.0,81,6.0,83.0,993.88,0,2.5,False,True,False,False,False,True
38.0,50,9.5,98.0,927.26,5,7.5,True,False,False,False,True,False
21.0,95,5.5,106.0,1017.28,10,2.0,False,True,False,False,False,False
2.0,73,18.5,87.0,995.25,1,1.0,False,False,True,False,True,False
28.0,63,2.5,29.0,1004.93,4,5.0,False,False,True,False,False,True
20.0,52,3.5,5.0,1029.11,11,8.5,False,False,True,False,False,True
19.0,54,2.0,47.0,1006.28,1,6.0,False,True,False,False,True,False
39.0,54,1.5,17.0,1016.75,9,5.5,True,False,False,False,False,False
-1.0,63,11.0,78.0,982.75,0,3.5,False,False,True,False,True,False
44.0,25,9.0,3.0,1028.32,7,7.0,False,True,False,False,False,False
-4.0,98,1.5,76.0,988.72,0,3.5,False,False,True,False,True,False
21.0,97,12.0,61.0,1006.8,2,2.5,True,False,False,False,True,False
31.0,79,15.0,99.0,991.29,0,1.5,False,False,True,False,True,False
8.0,78,34.5,106.0,982.66,11,3.5,False,False,True,False,False,True
0.0,98,7.0,66.0,986.05,0,3.5,False,False,True,False,True,False
33.0,92,6.5,76.0,993.69,3,2.5,True,False,False,False,True,False
-6.0,71,14.0,72.0,983.49,1,3.5,False,False,True,False,True,False
-7.0,63,14.0,58.0,984.2,0,1.5,False,False,True,False,True,False
23.0,32,0.5,14.0,1010.25,9,9.0,True,False,False,False,False,False
24.0,55,7.0,91.0,945.26,9,14.5,False,True,False,False,False,True
20.0,67,1.5,42.0,1007.52,4,7.0,False,False,False,False,True,False
20.0,52,14.0,11.0,1000.96,1,8.0,False,False,False,False,True,False
38.0,43,2.5,17.0,1010.58,10,8.0,True,False,False,False,False,True
17.0,101,13.5,82.0,1003.32,6,6.0,False,False,True,False,False,True
14.0,54,8.5,27.0,1016.52,4,9.0,True,False,False,False,False,True
-1.0,96,15.5,94.0,989.32,1,2.5,False,False,True,False,True,False
-19.0,48,10.0,85.0,976.19,4,4.5,False,False,True,True,False,False
26.0,50,8.5,6.0,1021.6,6,6.0,False,False,False,False,False,False
33.0,79,4.5,13.0,1010.01,1,6.5,False,False,True,False,True,False
-6.0,88,5.5,63.0,990.99,1,4.5,False,False,True,False,True,False
32.0,69,5.5,6.0,1026.28,6,9.5,False,False,True,False,False,False
25.0,30,1.5,18.0,1013.47,10,7.5,False,False,False,False,False,False
42.0,39,13.0,41.0,897.88,0,6.5,False,False,True,False,False,True
27.0,63,7.5,45.0,1016.25,3,5.5,True,False,False,False,False,True
52.0,86,40.0,77.0,1008.29,2,5.0,True,False,False,False,False,True
21.0,108,2.0,84.0,1010.85,2,3.0,False,True,False,False,False,True
26.0,65,8.0,42.0,1007.73,4,9.0,False,False,False,False,True,False
21.0,62,11.0,80.0,979.58,7,11.5,False,False,True,True,False,False
-8.0,65,7.0,90.0,990.02,0,2.0,False,False,True,False,False,True
-5.0,49,3.0,57.0,932.93,3,12.5,False,False,True,True,False,False
30.0,61,3.5,47.0,1002.5,3,7.0,False,True,False,False,False,True
42.0,32,9.0,17.0,1027.31,8,7.5,False,True,False,False,False,False
34.0,38,7.5,18.0,1017.97,8,6.5,False,False,True,False,False,False
19.0,87,1.0,70.0,1012.87,3,11.5,False,False,True,False,False,True
33.0,48,7.5,5.0,1020.1,8,5.0,False,True,False,False,False,False
27.0,100,18.0,76.0,1008.25,5,10.5,False,False,False,False,False,True
14.0,60,1.5,35.0,1013.94,1,6.5,False,True,False,False,False,True
21.0,85,11.5,74.0,1007.96,5,10.5,False,False,False,False,True,False
7.0,21,2.5,72.0,966.72,12,0.0,False,False,False,True,False,False
12.0,74,16.0,78.0,994.11,2,2.0,False,False,True,False,True,False
20.0,74,39.5,84.0,1018.9,7,1.0,False,True,False,False,False,True
17.0,97,18.5,68.0,1008.74,0,5.0,False,False,True,False,True,False
11.0,75,14.5,36.0,1002.81,4,8.0,False,True,False,False,True,False
25.0,54,8.5,38.0,1015.73,2,6.0,False,False,True,False,False,True
29.0,59,14.5,19.0,1013.56,4,6.5,True,False,False,False,False,True
29.0,58,8.5,13.0,1013.44,5,7.5,True,False,False,False,False,False
